,title,databaseId,Unnamed: 0,imdbID,genres,directors,actors,movielensID,year,country
7385,The Last Man,200780,33246,231956,Comedy,Harry Ralston,"David Arnott, Jeri Ryan, Dan Montgomery Jr.",5132,2000.0,USA
7386,The Serpent and the Rainbow,200811,31930,96071,Horror|Thriller,Wes Craven,"Bill Pullman, Cathy Tyson, Zakes Mokae",4541,1988.0,USA
7387,An Affair to Remember,200814,44098,50105,Drama|Romance,Leo McCarey,"Cary Grant, Deborah Kerr, Richard Denning",932,1957.0,USA
7388,Dante's Peak,200857,13842,118928,Action|Adventure|Thriller,Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Jamie Renée Smith",1438,1997.0,USA
7389,The Sum of All Fears,200863,33845,164184,Thriller|Action|Drama,Phil Alden Robinson,"Ben Affleck, Morgan Freeman, Ian Mongrain",5400,2002.0,USA
7390,Carol,200871,10076,2402927,Romance|Drama,Todd Haynes,Cate Blanchett,133645,2015.0,UK
7391,A Letter to Momo,200875,3470,1853614,Comedy|Fantasy|Animation|Drama,Hiroyuki Okiura,"Karen Miyama, Yuka, Daizaburo Arakawa",112066,2012.0,Japan
7392,From Russia with Love,200914,28711,57076,Action|Thriller|Adventure,Terence Young,"Sean Connery, Robert Shaw, Lotte Lenya",2948,1963.0,UK
7393,Bordello of Blood,200935,41379,117826,Horror|Comedy,Gilbert Adler,"Dennis Miller, Erika Eleniak, Angie Everhart",842,1996.0,USA
7394,Blindside,200939,12753,90748,Thriller|Romance,Paul Lynch,Harvey Keitel,140936,1987.0,Canada
7395,Crazy Safari,200964,42286,101864,Action|Comedy,Billy Chan,"N!xau, Ching-Ying Lam, Sam Christopher Chow",87238,1991.0,Hong Kong
7396,The Watch,200972,44668,1298649,Action|Horror,Akiva Schaffer,"Ben Stiller, Vince Vaughn, Jonah Hill",95720,2012.0,USA
7397,Secondhand Lions,201027,36944,327137,Comedy|Drama|Family,Tim McCanlies,"Haley Joel Osment, Michael Caine, Robert Duvall",6753,2003.0,USA
7398,Ryan's Daughter,201033,37937,66319,Drama|Romance,David Lean,"Robert Mitchum, Trevor Howard, John Mills",7111,1970.0,UK
7399,3 Avengers,201070,14503,58651,,Gianfranco Parolini,Sergio Ciani,145676,1964.0,Italy
7400,Mean Girls,201091,39017,377092,Comedy,Mark Waters,"Lindsay Lohan, Jonathan Bennett, Rachel McAdams",7451,2004.0,USA
7401,The Drop,201249,4062,1600196,Drama|Crime,Michaël R. Roskam,"Tom Hardy, Noomi Rapace, James Gandolfini",114060,2014.0,USA
7402,You've Got Mail,201259,26896,128853,Comedy|Romance,Nora Ephron,"Tom Hanks, Meg Ryan, Greg Kinnear",2424,1998.0,USA
7403,Red Planet,201287,30837,199753,Thriller|Action|Science Fiction,Antony Hoffman,"Val Kilmer, Carrie-Anne Moss, Tom Sizemore",3981,2000.0,USA
7404,Scrooged,201351,28903,96061,Fantasy|Comedy|Drama,Richard Donner,"Bill Murray, Karen Allen, John Forsythe",3087,1988.0,USA
7405,Hocus Pocus,201356,26485,107120,Comedy|Family|Fantasy,Kenny Ortega,"Bette Midler, Sarah Jessica Parker, Kathy Najimy",2052,1993.0,USA
7406,Get Smart,201366,35310,425061,Action|Comedy|Thriller,Peter Segal,"Steve Carell, Anne Hathaway, Alan Arkin",60126,2008.0,USA
7407,Superhero Movie,201368,35015,426592,Action|Comedy|Science Fiction,Craig Mazin,"Drake Bell, Leslie Nielsen, Sara Paxton",59014,2008.0,USA
7408,Escape Plan,201378,1638,1211956,Action|Thriller,Mikael Håfström,"Sylvester Stallone, Arnold Schwarzenegger, 50 Cent",105653,2013.0,USA
7410,The Bling Ring,201390,2117,1935749,Drama|TV Movie,Michael Lembeck,"Austin Butler, Yin Chang, Tom Irwin",107299,2011.0,USA
7412,Requiem,201393,34088,454931,Drama|Horror,Hans-Christian Schmid,"Sandra Hüller, Burghart Klaußner, Imogen Kogge",55067,2006.0,Germany
7413,Rush Hour 3,201412,33990,293564,Action|Comedy|Crime|Thriller,Brett Ratner,"Jackie Chan, Chris Tucker, Max von Sydow",54648,2007.0,USA
7414,Midnight Cowboy,201415,26373,64665,Drama,John Schlesinger,"Dustin Hoffman, Jon Voight, Sylvia Miles",1952,1969.0,USA
7415,Live Free or Die Hard,201436,33835,337978,Action|Thriller,Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant",53972,2007.0,USA
7416,Mr. Magoo,201478,24935,119718,Comedy|Family,Stanley Tong,"Leslie Nielsen, Kelly Lynch, Matt Keeslar",1731,1997.0,USA
7417,Lady in the Water,201543,32009,452637,Drama|Thriller|Fantasy|Mystery,M. Night Shyamalan,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright",45730,2006.0,USA
7418,Swordfish,201609,31494,244244,Action|Crime|Thriller,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry",4344,2001.0,USA
7419,Jackie Chan: My Stunts,201658,19569,242546,Documentary,Jackie Chan,Jackie Chan,159733,1999.0,Hong Kong
7420,The Legend of Bagger Vance,201659,30830,146984,Fantasy|Drama,Robert Redford,"Will Smith, Matt Damon, Charlize Theron",3978,2000.0,USA
7421,Jack Reacher: Never Go Back,201744,21635,3393786,Action,Edward Zwick,Tom Cruise,165347,2016.0,China
7422,Poltergeist III,201758,26421,95889,Horror|Thriller,Gary Sherman,"Heather O'Rourke, Tom Skerritt, Nancy Allen",1996,1988.0,USA
7424,Sing,201761,23349,4571288,Drama,Kristóf Deák,Zsófia Szamosi,169530,2016.0,Hungary
7425,Holy Rollers,201822,41676,1143896,Crime|Drama|Thriller,Kevin Asch,"Jesse Eisenberg, Justin Bartha, Danny A. Abeckaser",85305,2010.0,USA
7426,Last Action Hero,201861,32618,107362,Adventure|Fantasy|Action|Comedy|Family,John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney",485,1993.0,USA
7427,Rules of Engagement,201881,30109,160797,Action|Adventure|Drama|History|War,William Friedkin,"Tommy Lee Jones, Samuel L. Jackson, Guy Pearce",3513,2000.0,UK
7428,Narco,201890,40235,381442,Comedy,Tristan Aurouet,"Guillaume Canet, Zabou Breitman, Benoît Poelvoorde",80049,2004.0,France
7429,The Homesman,201917,4156,2398231,Western|Drama,Tommy Lee Jones,"Tommy Lee Jones, Hilary Swank, Grace Gummer",114392,2014.0,France
7431,Mirror Mirror,201926,44292,1667353,Adventure|Comedy|Drama|Family|Fantasy,Tarsem Singh,"Lily Collins, Julia Roberts, Armie Hammer",94015,2012.0,USA
7432,Oculus,201969,3110,2388715,Horror,Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff",110591,2013.0,USA
7433,Highlander: Endgame,201971,30680,144964,Action|Fantasy|Science Fiction,Douglas Aarniokoski,"Christopher Lambert, Adrian Paul, Bruce Payne",3889,2000.0,USA
7434,Ernest Goes to Camp,201999,31053,92974,Comedy|Family,John R. Cherry III,"Jim Varney, Victoria Racimo, John Vernon",4104,1987.0,USA
7435,A Cinderella Story,202062,41971,356470,Comedy,Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge",8643,2004.0,USA
7436,Wishful Thinking,202091,28031,120523,Comedy|Romance,Adam Park,"Drew Barrymore, Jennifer Beals, Desiree Casado",27001,1996.0,USA
7437,Green Lantern,202130,42362,1133985,Adventure|Action|Thriller|Science Fiction,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard",87430,2011.0,USA
7438,Epic,202153,734,848537,Animation|Adventure|Family|Fantasy,Chris Wedge,"Amanda Seyfried, Josh Hutcherson, Beyoncé Knowles",102720,2013.0,USA
7439,The Texas Chainsaw Massacre,202155,37246,324216,Horror,Marcus Nispel,"Jessica Biel, Jonathan Tucker, Andrew Bryniarski",6880,2003.0,USA
7440,The First Wives Club,202156,41085,116313,Comedy,Hugh Wilson,"Goldie Hawn, Bette Midler, Diane Keaton",830,1996.0,USA
7441,Just Friends,202175,30961,433400,Comedy|Romance,Roger Kumble,"Ryan Reynolds, Amy Smart, Anna Faris",40581,2005.0,Germany
7442,The Shining,202190,7565,81505,Horror|Thriller,Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd",1258,1980.0,UK
7443,The Glimmer Man,202234,144,116421,Action|Adventure|Crime|Drama|Thriller,John Gray,"Steven Seagal, Keenen Ivory Wayans, Bob Gunton",1004,1996.0,USA
7444,Santa Baby,202238,13009,772185,TV Movie|Comedy|Family,Ron Underwood,Jenny McCarthy,141644,2006.0,USA
7445,Lord of Illusions,202256,26184,113690,Mystery|Horror|Thriller,Clive Barker,"Scott Bakula, Kevin J. O'Connor, Joseph Latimore",177,1995.0,USA
7446,Lakeview Terrace,202284,35718,947802,Drama|Crime|Thriller,Neil LaBute,"Samuel L. Jackson, Patrick Wilson, Kerry Washington",61705,2008.0,USA
7447,My Boss's Daughter,202286,36808,270980,Comedy|Romance,David Zucker,"Ashton Kutcher, Tara Reid, Andy Richter",6687,2003.0,USA
7451,The Outsider,202305,9584,455989,,Nicholas Jarecki,Woody Allen,132298,2005.0,USA
7453,The Holy Mountain,202322,27566,71615,Drama,Alejandro Jodorowsky,"Alejandro Jodorowsky, Horacio Salinas, Zamira Saunders",26326,1973.0,Mexico
7454,Kindergarten Cop,202333,37618,99938,Comedy,Ivan Reitman,"Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed",7004,1990.0,USA
7455,City of Gold,202339,18523,2614776,Documentary,Laura Gabbert,David Chang,156968,2016.0,USA
7457,Dreamcatcher,202355,35874,285531,Drama|Horror|Science Fiction|Thriller,Lawrence Kasdan,"Morgan Freeman, Thomas Jane, Jason Lee",6250,2003.0,USA
7458,Keanu,202374,18193,4139124,Action|Comedy,Peter Atencio,Keegan-Michael Key,155820,2016.0,USA
7459,Happy Christmas,202383,4251,2955096,Comedy|Drama,Joe Swanberg,"Anna Kendrick, Melanie Lynskey, Mark Webber",114760,2014.0,USA
7460,300 Miles to Heaven,202409,29684,96740,Drama,Maciej Dejczer,"Wojciech Klata, Rafal Zimowski, Kama Kowalewska",33397,1989.0,Denmark
7461,Get Over It,202437,31155,192071,Comedy|Romance,Tommy O'Haver,"Kirsten Dunst, Ben Foster, Melissa Sagemiller",4168,2001.0,USA
7462,My Girl 2,202460,35183,110613,Comedy|Drama|Family|Romance,Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Anna Chlumsky",5969,1994.0,USA
7463,Operation Dumbo Drop,202461,37245,114048,Action|Adventure|Comedy|Family,Simon Wincer,"Danny Glover, Ray Liotta, Denis Leary",688,1995.0,USA
7464,Love and Death,202577,30571,73312,History|Comedy,Woody Allen,"Woody Allen, Diane Keaton, Georges Adet",3814,1975.0,France
7465,Underworld: Rise of the Lycans,202588,36520,834001,Fantasy|Action|Adventure|Science Fiction|Thriller,Patrick Tatopoulos,"Rhona Mitra, Michael Sheen, Bill Nighy",65682,2009.0,USA
7466,Wrath of the Titans,202593,44232,1646987,Fantasy|Adventure|Action,Jonathan Liebesman,"Sam Worthington, Liam Neeson, Rosamund Pike",93766,2012.0,USA
7467,Sicko,202601,33816,386032,Documentary,Michael Moore,"Michael Moore, Tucker Albrizzi, Tony Benn",53894,2007.0,USA
7468,The Story of Ruth,202655,2678,54343,Drama,Henry Koster,"Stuart Whitman, Tom Tryon, Peggy Wood",109203,1960.0,USA
7469,Lake Mungo,202681,40483,816556,Horror|Thriller,Joel Anderson,"Rosie Traynor, David Pledger, Martin Sharpe",80844,2008.0,Australia
7473,Faust,202693,43856,1437357,Fantasy|Drama,Aleksandr Sokurov,"Johannes Zeiler, Anton Adasinsky, Isolda Dychauk",92154,2011.0,Russia
7474,Cat Ballou,202847,30654,59017,Comedy|Western,Elliot Silverstein,"Jane Fonda, Lee Marvin, Michael Callan",3873,1965.0,USA
7475,Touch of Evil,202857,7231,52311,Drama|Thriller|Crime,Orson Welles,"Charlton Heston, Orson Welles, Janet Leigh",1248,1958.0,USA
7476,Piranha 3D,202904,40185,464154,Comedy|Horror,Alexandre Aja,"Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss",79879,2010.0,USA
7477,Revenge of the Nerds,202934,31251,88000,Comedy,Jeff Kanew,"Robert Carradine, Anthony Edwards, Timothy Busfield",4214,1984.0,USA
7478,GoldenEye,202936,1,113189,Adventure|Action|Thriller,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco",10,1995.0,UK
7479,Dancemaker,202956,27022,175550,Documentary,Matthew Diamond,"Andrew Asnes, Rachel Berman Benz, Ross Kramberg",2538,1998.0,USA
7480,The Little Mermaid: Ariel's Beginning,203007,44756,969647,Family|Animation,Peggy Holmes,"Jodi Benson, Samuel E. Wright, Jim Cummings",96069,2008.0,USA
7481,The Simpsons Movie,203049,33907,462538,Animation|Comedy|Family,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright",54272,2007.0,USA
7482,Trick 'r Treat,203054,38082,862856,Horror|Thriller,Michael Dougherty,"Anna Paquin, Brian Cox, Dylan Baker",71500,2007.0,USA
7483,The Garbage Pail Kids Movie,203103,26923,93072,Adventure|Science Fiction|Comedy,Rod Amateau,"Anthony Newley, Mackenzie Astin, Phil Fondacaro",2449,1987.0,USA
7485,Above Suspicion,203140,42820,35605,Drama|Thriller,Richard Thorpe,"Joan Crawford, Fred MacMurray, Conrad Veidt",88740,1943.0,USA
7487,The Eye,203168,37323,325655,Horror,Oxide Pang Chun,"Angelica Lee, Chutcha Rujinanon, Lawrence Chou",6909,2002.0,Hong Kong
7488,Dirty Rotten Scoundrels,203231,31844,95031,Crime|Comedy,Frank Oz,"Steve Martin, Michael Caine, Glenne Headly",4499,1988.0,USA
7489,Dinner for Schmucks,203247,40041,427152,Comedy,Jay Roach,"Steve Carell, Paul Rudd, Stephanie Szostak",79428,2010.0,USA
7490,Fat Man and Little Boy,203270,32046,97336,War|Drama|History,Roland Joffé,"Paul Newman, Dwight Schultz, Bonnie Bedelia",4595,1989.0,USA
7491,Old Yeller,203331,311,50798,Adventure|Drama|Western,Robert Stevenson,"Dorothy McGuire, Fess Parker, Tommy Kirk",1012,1957.0,USA
7492,Final Fantasy: The Spirits Within,203371,31717,173840,Adventure|Action|Animation|Fantasy|Science Fiction|Thriller,Hironobu Sakaguchi,"Alec Baldwin, Steve Buscemi, Ming-Na Wen",4446,2001.0,USA
7493,Burn After Reading,203386,35640,887883,Comedy|Drama,Ethan Coen,"Brad Pitt, Frances McDormand, George Clooney",61323,2008.0,USA
7494,The Silence of the Lambs,203424,35088,102926,Crime|Drama|Thriller,Jonathan Demme,"Jodie Foster, Anthony Hopkins, Lawrence A. Bonney",593,1991.0,USA
7495,Sweet and Lowdown,203437,29025,158371,Comedy|Drama,Woody Allen,"Sean Penn, Samantha Morton, Woody Allen",3129,1999.0,USA
7496,Night at the Museum: Battle of the Smithsonian,203457,37244,1078912,Adventure|Fantasy|Action|Comedy|Family,Shawn Levy,"Ben Stiller, Owen Wilson, Amy Adams",68793,2009.0,USA
7497,Miller's Crossing,203468,7135,100150,Drama|Thriller|Crime,Joel Coen,"Gabriel Byrne, Albert Finney, John Turturro",1245,1990.0,USA
7498,The Hangover Part III,203508,730,1951261,Comedy,Todd Phillips,"Bradley Cooper, Zach Galifianakis, Ed Helms",102686,2013.0,USA
7499,Friday Night Lights,203526,43038,390022,Drama,Peter Berg,"Billy Bob Thornton, Jay Hernandez, Derek Luke",8937,2004.0,USA
7500,The Perfect Host,203575,42602,1334553,Comedy|Thriller|Crime,Nick Tomnay,"David Hyde Pierce, Clayne Crawford, Nathaniel Parker",88118,2010.0,USA
7502,Employee of the Month,203622,32625,424993,Comedy|Romance,Greg Coolidge,"Jessica Simpson, Dane Cook, Dax Shepard",48520,2006.0,USA
7503,The Great Wall,203644,22248,2034800,Action|Adventure|Fantasy,Yimou Zhang,Matt Damon,166918,2016.0,USA
7504,Private Benjamin,203660,3893,81375,Comedy,Howard Zieff,"Goldie Hawn, Eileen Brennan, Armand Assante",1135,1980.0,USA
7505,The Honeymooners,203725,29769,373908,Comedy,John Schultz,"Cedric the Entertainer, Mike Epps, Gabrielle Union",33685,2005.0,USA
7506,Zapped,203740,19077,3544734,Comedy|Family,Peter DeLuise,Zendaya,158412,2014.0,Canada
7508,Siren,203822,22062,4667854,Horror,Gregg Bishop,Chase Williamson,166478,2016.0,USA
7509,Daredevil,203831,35693,287978,Fantasy|Action|Crime|Science Fiction|Thriller,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Colin Farrell",6157,2003.0,USA
7510,The Beauty Inside,203867,13253,4273886,Fantasy|Romance,Jong-Yeol Baek,Hyo-Joo Han,142210,2015.0,South Korea
7511,V for Vendetta,203907,31666,434409,Action|Thriller|Fantasy,James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves",44191,2006.0,USA
7512,Evil Ed,203928,13531,116247,Horror,Anders Jacobsson,Johan Rudebeck,142935,1995.0,Sweden
7513,Let Me In,203941,40479,1228987,Drama|Horror|Mystery,Matt Reeves,"Kodi Smit-McPhee, Chloë Grace Moretz, Richard Jenkins",80831,2010.0,UK
7514,Whatever Works,203950,37481,1178663,Comedy|Romance,Woody Allen,"Evan Rachel Wood, Larry David, Henry Cavill",69604,2009.0,USA
7515,Man of Steel,203983,835,770828,Action|Adventure|Fantasy|Science Fiction,Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon",103042,2013.0,USA
7516,Zero Days,204012,18324,5446858,Documentary,Alex Gibney,David Sanger,156369,2016.0,USA
7517,Bill & Ted's Bogus Journey,204033,32913,101452,Adventure|Comedy|Family|Fantasy|Science Fiction,Peter Hewitt,"Keanu Reeves, Alex Winter, William Sadler",4980,1991.0,USA
7518,The Kentucky Fried Movie,204057,30472,76257,Comedy,John Landis,"Evan C. Kim, Bong Soo Han, Bill Bixby",3760,1977.0,USA
7519,A Walk in the Woods,204073,7969,1178665,Adventure|Comedy|Drama,Ken Kwapis,"Robert Redford, Nick Nolte, Emma Thompson",127134,2015.0,USA
7520,Stalag 17,204081,29224,46359,Comedy|Drama|War,Billy Wilder,"William Holden, Don Taylor, Otto Preminger",3196,1953.0,USA
7523,Alive,204084,29404,106246,Action|Adventure|Drama|Thriller,Frank Marshall,"Ethan Hawke, Vincent Spano, Josh Hamilton",3250,1993.0,USA
7526,The End,204088,31230,77504,Comedy,Burt Reynolds,"Burt Reynolds, Sally Field, Dom DeLuise",4201,1978.0,USA
7527,Outbreak,204109,28680,114069,Action|Drama|Science Fiction|Thriller,Wolfgang Petersen,"Dustin Hoffman, Rene Russo, Morgan Freeman",292,1995.0,USA
7528,Emperor,204141,314,2103264,Drama|History|War,Peter Webber,"Matthew Fox, Colin Moy, Tommy Lee Jones",101207,2012.0,Japan
7529,The Computer Wore Tennis Shoes,204152,26472,65566,Comedy|Family,Robert Butler,"Kurt Russell, Cesar Romero, Joe Flynn",2040,1969.0,USA
7530,The Dukes of Hazzard,204157,30012,377818,Action|Adventure|Comedy,Jay Chandrasekhar,"Seann William Scott, Johnny Knoxville, Jessica Simpson",34520,2005.0,USA
7531,Flight of the Navigator,204216,26478,91059,Family|Science Fiction|Adventure,Randal Kleiser,"Joey Cramer, Paul Reubens, Veronica Cartwright",2046,1986.0,USA
7532,Girls Trip,204331,25911,3564472,Comedy,Malcolm D. Lee,Regina Hall,175655,2017.0,USA
7535,Jigsaw,204419,16803,56121,Crime|Drama|Mystery,Val Guest,Jack Warner,152427,1962.0,UK
7536,Atomic Blonde,204466,25323,2406566,Action|Mystery|Thriller,David Leitch,Charlize Theron,173941,2017.0,Germany
7537,Wish Upon,204468,25909,5322012,Thriller|Horror|Fantasy,John R. Leonetti,Joey King,175649,2017.0,USA
7538,Nick and Norah's Infinite Playlist,204477,35803,981227,Comedy|Music|Romance,Peter Sollett,"Michael Cera, Kat Dennings, Aaron Yoo",62155,2008.0,USA
7539,Rough Night,204505,24356,4799050,Drama|Comedy,Lucia Aniello,Scarlett Johansson,171867,2017.0,USA
7541,Snatched,204579,23886,2334871,Action|Comedy,Jonathan Levine,Amy Schumer,170817,2017.0,USA
7542,Brigsby Bear,204595,24073,5805752,Comedy|Drama,Dave McCary,Kyle Mooney,171253,2017.0,USA
7543,The Fate of the Furious,204707,23908,4630562,Adventure|Action|Crime|Thriller,F. Gary Gray,Vin Diesel,170875,2017.0,China
7544,"Splash, Too",204810,20263,96159,Romance|Comedy|Family,Greg Antonacci,Todd Waring,161770,1988.0,USA
7545,Captain Underpants: The First Epic Movie,204849,23940,2091256,Action|Animation|Comedy|Family,David Soren,Kevin Hart,170939,2017.0,USA
7546,Fahrenheit 9/11,204850,41903,361596,Documentary,Michael Moore,"Michael Moore, George W. Bush, Ben Affleck",8622,2004.0,USA
7548,The Star,204900,29999,45186,Drama,Stuart Heisler,"Bette Davis, Sterling Hayden, Natalie Wood",34473,1952.0,USA
7549,Everybody Loves Somebody,204932,23236,5537228,Romance|Comedy,Catalina Aguilar Mastretta,Karla Souza,169302,2017.0,Mexico
7550,Face/Off,204963,18658,119094,Action|Crime|Science Fiction|Thriller,John Woo,"John Travolta, Nicolas Cage, Joan Allen",1573,1997.0,USA
7551,The Langoliers,204998,27963,112040,Drama|Horror|Mystery|Science Fiction|Thriller,[],"Patricia Wettig, Dean Stockwell, David Morse",26887,1995.0,USA
7552,Pitch Perfect 3,205060,13690,4765284,Comedy,Trish Sie,Anna Kendrick,143387,2017.0,USA
7553,Blood and Bones,205210,36496,419515,Drama,Yôichi Sai,"Takeshi Kitano, Hirofumi Arai, Tomoko Tabata",65603,2004.0,Japan
7554,A Ghost Story,205267,22935,6265828,Drama|Fantasy|Romance,David Lowery,Casey Affleck,168610,2017.0,USA
7555,A Charlie Brown Christmas,205368,27402,59026,Animation|Family|Comedy|TV Movie,Bill Melendez,"Ann Altieri, Chris Doran, Sally Dryer",26133,1965.0,USA
7556,Hickok,205381,25714,6334884,Western,Timothy Woodward Jr.,Luke Hemsworth,175191,2017.0,USA
7557,A Dark Song,205402,24157,4805316,Drama|Horror,Liam Gavin,Steve Oram,171439,2016.0,Ireland
7558,Frontier,205446,22003,288024,Adventure|Action,David Zellner,Wiley Wiggins,166303,2001.0,USA
7559,Sandy Wexler,205507,23918,5893332,Comedy,Steven Brill,Adam Sandler,170897,2017.0,USA
7560,On Body and Soul,205513,25322,5607714,Drama|Romance,Ildikó Enyedi,Géza Morcsányi,173939,2017.0,Hungary
7561,Lonesome Dove,205563,27798,96639,Drama|Western|Adventure,[],"Robert Duvall, Tommy Lee Jones, Danny Glover",26649,1989.0,USA
7562,Guyana Tragedy: The Story of Jim Jones,205566,7614,80832,Drama|TV Movie,William A. Graham,"Powers Boothe, Ned Beatty, Irene Cara",125950,1980.0,USA
7563,Frost/Nixon,205609,36273,870111,Drama|History,Ron Howard,"Frank Langella, Michael Sheen, Kevin Bacon",64620,2008.0,USA
7564,Loveless,205697,24422,6304162,Drama,Andrey Zvyagintsev,Maryana Spivak,172009,2017.0,Russia
