index,movieName,databaseId,movieId
56319,Spring is Here (1930),-1,122058
56320,School for All (2006),-1,122060
56321,An Eye for an Eye (1973),-1,173261
56322,No Questions Asked (1951),-1,122064
56323,Night of the Warrior (1991),-1,122066
56324,Last Sunset (2006),-1,122068
56325,Maisie Gets Her Man (1942),-1,122070
56326,The Navy Comes Through (1942),-1,122072
56327,Riffraff (1947),-1,122074
56328,Express 'Moscow-Russia' (2014),-1,173263
56329,The Toy Wife (1938),-1,122078
56330,Tomcat:: Dangerous Desires (1983),-1,139365
56331,On the Inside (2011),-1,122082
56332,The Heavy (2010),-1,122086
56333,Best Worst Thing That Ever Could Have Happened... (2016),-1,173265
56334,Ground Control (1998),-1,122090
56335,Guy X (2005),-1,122092
56336,Perkins' 14 (2009),-1,122094
56337,Tell Them Willie Boy is Here (1969),-1,122096
56338,The Hunters (2011),-1,122098
56339,The Sea Chase (1955),-1,122100
56340,Incubus (2006),-1,122102
56341,The Commuter (2018),-1,183011
56342,Kevin Hart: Seriously Funny (2010),-1,122104
56343,Shark Attack 2 (2000),-1,122106
56344,The Reptile (1966),-1,122108
56345,Winnetou: The Red Gentleman (1964),-1,122110
56346,El Crack (1981),-1,173269
56347,One Husband Too Many (2010),-1,122127
56348,Scooby-Doo! Camp Scare (2010),-1,122129
56349,Half of a Yellow Sun (2013),-1,122131
56350,"Hey There, It's Yogi Bear (1964)",-1,122133
56351,Top Sensation (1969),-1,122135
56352,The Sweet Body of Deborah (1968),-1,122137
56353,Your Hands on My Body (1970),-1,122139
56354,So Sweet... So Perverse (1969),-1,122141
56355,Men to Kiss (2012),-1,122143
56356,Little Fridolf Becomes a Grandfather (1957),-1,122145
56357,Beck - Familjen (2015),-1,122147
56358,Bummer (1973),-1,122149
56359,The Stranger's Return (1933),-1,122151
56360,Mr. Soft Touch (1949),-1,122153
56361,Weary River (1929),-1,122155
56362,Koran by Heart (2011),-1,122157
56363,The Affairs of Martha (1942),-1,122159
56364,Night and Day (1991),-1,122161
56365,Three Night Stand (2013),-1,122163
56366,These Glamour Girls (1939),-1,122165
56367,Slander (1957),-1,122167
56368,Scarlet Dawn (1932),-1,122173
56369,Sleepers West (1941),-1,122186
56370,The Sun Comes Up (1949),-1,122189
56371,The Hangman (1959),-1,122191
56372,Kit Carson (1940),-1,122193
56373,Beyond the Walls (1984),-1,122195
56374,Paradise for Three (1938),-1,122197
56375,The Feathered Serpent (1948),-1,122199
56376,You're Only Young Once (1937),-1,122201
56377,Mask of the Avenger (1951),-1,122203
56378,In His Father's Shoes (1997),-1,122205
56379,Route 30 (2007),-1,122207
56380,Jim Norton: Please Be Offended (2012),-1,122210
56381,We Were Dancing (1942),-1,122212
56382,The Age of Consent (1932),-1,122214
56383,The Secret of Dr. Kildare (1939),-1,122216
56384,The Sky Dragon (1949),-1,122218
56385,The Man Without a Map (1968),-1,122220
56386,The Bride Goes Wild (1948),-1,122222
56387,Dayveon (2017),-1,183015
56388,Stamboul Quest (1934),-1,122224
56389,Two Guys from Milwaukee (1946),-1,122226
56390,Sisters in Law (2005),-1,151443
56391,Noah's Ark (1999),-1,122230
56392,Lure of the Wilderness (1952),-1,173289
56393,Pumpkinhead: Ashes to Ashes (2006),-1,122232
56394,The Lookout (2012),-1,122234
56395,When a Stranger Calls Back (1993),-1,122238
56396,Mister Magoo's Christmas Carol (1962),-1,122240
56397,Ritual (2012),-1,122242
56398,Master of the World (1961),-1,122244
56399,Tooth Fairy 2 (2012),-1,122246
56400,Tarzan and the Huntress (1947),-1,122248
56401,In Name Only (1939),-1,122250
56402,Love's Kitchen (2011),-1,122254
56403,"Stay Away, Joe (1968)",-1,122256
56404,They Call Me Renegade (1987),-1,122258
56405,The Diary of Anne Frank (2009),-1,122260
56406,Wishcraft (2002),-1,122262
56407,The Chatterley Affair (2006),-1,122266
56408,Fanny Hill (2007),-1,122268
56409,The Suspicions of Mr. Whicher: The Murder at Road Hill House (2011),-1,122270
56410,The Last Wagon (1956),-1,122272
56411,Pumpkinhead IV: Blood Feud (2007),-1,122274
56412,The Philly Kid (2012),-1,122276
56413,Ping Pong Summer (2014),-1,122278
56414,Sabretooth (2002),-1,122280
56415,Pride and Prejudice (1980),-1,122282
56416,Sometimes They Come Back... for More (1998),-1,122284
56417,Kid Galahad (1962),-1,122286
56418,The Captains (2011),-1,122288
56419,Homeboy (1988),-1,122290
56420,Merlin's Apprentice (2006),-1,122292
56421,The Siege of Firebase Gloria (1989),-1,122294
56422,The Bumblebee Flies Anyway (1999),-1,122296
56423,The Treasure of the Living Dead (1982),-1,122298
56424,The Land Before Time VII: The Stone of Cold Fire (2000),-1,122300
56425,The Amazing Dr. Clitterhouse (1938),-1,122302
56426,Knifepoint (2011),-1,173301
56427,The Freebie (2010),-1,122304
56428,The Violent Kind (2010),-1,122306
56429,Ricky Gervais: Out of England - The Stand-Up Special (2008),-1,122308
56430,Man of the East (1972),-1,122310
56431,Oliver Twist (1997),-1,122312
56432,Winnetou: The Last Shot (1965),-1,122315
56433,Soccer Dog: The Movie (1999),-1,122317
56434,Ice Soldiers (2013),-1,122319
56435,Maniac (1934),-1,122321
56436,Wild Cherry (2009),-1,122323
56437,The Key (1983),-1,122325
56438,The Roost (2005),-1,122327
56439,Sonny Boy (2011),-1,122329
56440,Vampires: The Turning (2005),-1,122331
56441,Siren (2010),-1,122333
56442,The Land Before Time IX: Journey to the Big Water (2002),-1,122335
56443,Love N' Dancing (2009),-1,122337
56444,Walking Tall: The Payback (2007),-1,122339
56445,The Way West (1967),-1,122341
56446,Shock (1946),-1,122343
56447,Mask Maker (2010),-1,122345
56448,Thorne: Sleepyhead (2010),-1,122347
56449,La Mission (2009),-1,122349
56450,Stir of Echoes: The Homecoming (2007),-1,122351
56451,Woman Undone (1996),-1,122353
56452,"Outrage, The (1964)",-1,122355
56453,The Canterville Ghost (1996),-1,122357
56454,Lost in the Desert (1969),-1,122359
56455,Primates of the Caribbean (2012),-1,122361
56456,Somewhere in Sonora (1933),-1,122363
56457,Merton of the Movies (1947),-1,122365
56458,The Sellout (1952),-1,122367
56459,The Gift of Love (1958),-1,122369
56460,Let the Good Times Roll (1973),-1,122371
56461,The Vanishing American (1925),-1,122373
56462,Gun for a Coward (1957),-1,122375
56463,Mandela (1996),-1,122379
56464,TekWar: TekJustice (1994),-1,122381
56465,The Legend of Gator Face (1996),-1,122383
56466,Thunder Birds (1942),-1,122385
56467,Know Thy Enemy (2009),-1,122387
56468,The Fastest Guitar Alive (1967),-1,122389
56469,Murder is My Beat (1955),-1,122391
56470,Sam Peckinpah's West: Legacy of a Hollywood Renegade (2004),-1,122393
56471,Scorpion Spring (1996),-1,122395
56472,The White Sister (1923),-1,122397
56473,The Naughty Flirt (1931),-1,122399
56474,One Way to Valhalla (2009),-1,122401
56475,The Law and Jake Wade (1958),-1,122403
56476,Without Men (2011),-1,122406
56477,Two Times Lotte (1950),-1,122409
56478,The Land Before Time VIII: The Big Freeze (2001),-1,122413
56479,War of the Colossal Beast (1958),-1,122415
56480,Who's Minding the Store? (1963),-1,122417
56481,The Six Million Dollar Man (1973),-1,122421
56482,The Love Letter (1998),-1,122423
56483,The Land Before Time X: The Great Longneck Migration (2003),-1,122425
56484,The Brain (1962),-1,122427
56485,Hysteria (1965),-1,122431
56486,The Deadly Bees (1967),-1,122433
56487,They Came from Beyond Space (1967),-1,122435
56488,"Mumsy, Nanny, Sonny & Girly (1970)",-1,122437
56489,The Vampire Happening (1971),-1,122439
56490,Tales That Witness Madness (1973),-1,122441
56491,Son of Dracula (1974),-1,122443
56492,Craze (1974),-1,122445
56493,The Ghoul (1975),-1,122447
56494,Dark Tower (1989),-1,122451
56495,Lost Voyage (2001),-1,122453
56496,Supernova (2005),-1,122458
56497,Kissin' Cousins (1964),-1,122462
56498,Student Services (2010),-1,122464
56499,JLA Adventures: Trapped in Time (2014),-1,122466
56500,Joy Ride 3 (2014),-1,122468
56501,The Karate Dog (2004),-1,122472
56502,Since You've Been Gone (1998),-1,122474
56503,Her Minor Thing (2005),-1,122476
56504,Peter and Vandy (2009),-1,122478
56505,Hercules and the Amazon Women (1994),-1,122480
56506,Howling VI: The Freaks (1991),-1,122482
56507,The Comedians (1967),-1,122484
56508,Vi hade i alla fall tur med vädret (1980),-1,122486
56509,Tomorrow You're Gone (2013),-1,122488
56510,Wicked Blood (2014),-1,122490
56511,Madame X (1966),-1,122493
56512,Killer Pad (2008),-1,122495
56513,"What Did You Do in the War, Daddy? (1966)",-1,122497
56514,Rachel and the Stranger (1948),-1,122499
56515,The Indian Fighter (1955),-1,122501
56516,"Little Fish, Strange Pond (2009)",-1,122503
56517,Trading Mom (1994),-1,122505
56518,MVP: Most Vertical Primate (2001),-1,122509
56519,Air Bud: Seventh Inning Fetch (2002),-1,122511
56520,Chestnut: Hero of Central Park (2004),-1,122513
56521,Spymate (2006),-1,122515
56522,Air Buddies (2006),-1,122517
56523,Spooky Buddies (2011),-1,122521
56524,Treasure Buddies (2012),-1,122523
56525,Santa Paws 2: The Santa Pups (2012),-1,122525
56526,Super Buddies (2013),-1,122527
56527,Double Cross (1994),-1,122529
56528,Malicious (1995),-1,122531
56529,Breach of Trust (1995),-1,122533
56530,White Tiger (1996),-1,122535
56531,Hoods (1998),-1,122539
56532,The Duke (1999),-1,122541
56533,Warlock III: The End of Innocence (1999),-1,122543
56534,The Lost Tribe (2009),-1,122545
56535,Jim Thorpe -- All-American (1951),-1,122547
56536,Guns for San Sebastian (1968),-1,122550
56537,Assault of the Party Nerds (1989),-1,122553
56538,Assault of the Party Nerds 2 (1995),-1,122555
56539,American Black Beauty (2005),-1,122557
56540,Miracle Dogs Too (2006),-1,122561
56541,InSight (2011),-1,122563
56542,Imaginary Friend (2012),-1,122565
56543,In The Dark (2013),-1,122567
56544,Non-Stop (2013),-1,122569
56545,The Wrong Woman (2013),-1,122571
56546,Expecting Amish (2014),-1,122573
56547,Rough Riders (1997),-1,122575
56548,The Devil's Brother (1933),-1,122577
56549,TekWar: TekLab (1994),-1,122579
56550,Night Vision (1997),-1,122581
56551,TekWar: TekLords (1994),-1,122583
56552,Madame X (1929),-1,122585
56553,Observance (2015),-1,157065
56554,Musical Chairs (2012),-1,122587
56555,Night Song (1947),-1,122589
56556,John Loves Mary (1949),-1,122591
56557,The Underneath (2013),-1,122593
56558,The Greengage Summer (1961),-1,122597
56559,The Delay (2012),-1,122599
56560,The Telegraph Trail (1933),-1,122601
56561,No Orchids for Miss Blandish (1948),-1,122603
56562,Two Tickets to Broadway (1951),-1,122605
56563,The Moonlighter (1953),-1,122607
56564,Sex Kittens Go to College (1960),-1,122609
56565,Snake Eater III: His Law (1992),-1,122611
56566,"Mrs. Brown, You've Got a Lovely Daughter (1968)",-1,122613
56567,Navy Blue and Gold (1937),-1,122615
56568,Nervous Ticks (1992),-1,122619
56569,Man of the Moment (1955),-1,122621
56570,Oliver Twist (1982),-1,122623
56571,Pretty Devils (2000),-1,122625
56572,Oblivion 2: Backlash (1996),-1,122627
56573,The Underworld Story (1950),-1,122629
56574,Music for Millions (1944),-1,122635
56575,The First Traveling Saleslady (1956),-1,122637
56576,My Gal Sal (1942),-1,122639
56577,Nature Unleashed: Avalanche (2004),-1,122641
56578,Wild Orchids (1929),-1,122643
56579,Movers & Shakers (1985),-1,122647
56580,The Bates Haunting (2013),-1,122649
56581,The Rainbow Tribe (2011),-1,122651
56582,Nancy Drew... Trouble Shooter (1939),-1,122653
56583,The Karate Killers (1967),-1,122655
56584,Suck It Up (2017),-1,183315
56585,Mosquita y Mari (2012),-1,122657
56586,The Defector (1966),-1,122659
56587,No More Ladies (1935),-1,122661
56588,Graveyard Shift (2005),-1,122663
56589,Jabberwock Dragon Siege (2011),-1,122665
56590,Sunday Too Far Away (1975),-1,122667
56591,The Moon and Sixpence (1942),-1,122671
56592,The Basket (2000),-1,122673
56593,Nana (1926),-1,122675
56594,Heaven with a Gun (1969),-1,122677
56595,"John Goldfarb, Please Come Home! (1965)",-1,122679
56596,Murder in Mind (1998),-1,122681
56597,Nancy Drew and the Hidden Staircase (1939),-1,122683
56598,Palm Springs Weekend (1963),-1,122685
56599,Black Horizon (2002),-1,122687
56600,Moscow Chill (2007),-1,122691
56601,Nancy Drew: Detective (1938),-1,122693
56602,True Adolescents (2009),-1,122695
56603,The Captain Hates the Sea (1934),-1,122697
56604,"Love, Cheat & Steal (1993)",-1,122701
56605,Ticket out (2012),-1,122703
56606,Mr. Billion (1977),-1,122705
56607,Love Nest (1951),-1,122707
56608,Jigsaw (1949),-1,122709
56609,Oliver Twist (1999),-1,122711
56610,S*P*Y*S (1974),-1,122713
56611,Older Than America (2008),-1,122715
56612,Murders in the Rue Morgue (1971),-1,122717
56613,The Piano Player (2003),-1,122719
56614,Miracle in the Rain (1956),-1,122721
56615,The Man Who Came Back (2008),-1,122723
56616,More Than a Miracle (1967),-1,122725
56617,Waterborne (2005),-1,122727
56618,Oblivion (1994),-1,122729
56619,The Extreme Sukiyaki (2013),-1,191761
56620,Mosquito Squadron (1969),-1,122733
56621,The Thirst (2007),-1,122737
56622,Mostly Ghostly (2008),-1,122739
56623,Muscle Beach Party (1964),-1,122741
56624,The Old Dark House (1963),-1,122743
56625,Necrosis (2009),-1,122745
56626,Hot Water (1924),-1,122747
56627,The Thirteen Assassins (1963),-1,122749
56628,Nemesis 4: Death Angel (1996),-1,122752
56629,Nemesis 3: Time Lapse (1996),-1,122754
56630,None But the Brave (1965),-1,122756
56631,The 7 Adventures of Sinbad (2010),-1,122758
56632,My 5 Wives (2000),-1,122760
56633,My Brother the Pig (1999),-1,122762
56634,Napoleon (1995),-1,122764
56635,No Tell Motel (2013),-1,122766
56636,Jack Frost (1979),-1,122770
56637,Love Birds (2011),-1,122772
56638,The Road Killers (1994),-1,122779
56639,The Curse of the Mummy's Tomb (1964),-1,122781
56640,Stick (1985),-1,122783
56641,Tic Tac (1997),-1,122785
56642,The 39 Steps (1959),-1,122787
56643,Kandahar (2010),-1,122789
56644,Duchess and the Dirtwater Fox (1976),-1,122791
56645,Skyjacked (1972),-1,122793
56646,The Millionairess (1960),-1,122795
56647,Legacy (2010),-1,122797
56648,The New Centurions (1972),-1,122799
56649,Sands Of Oblivion (2007),-1,122801
56650,Tempted (2001),-1,122803
56651,Just 4 Kicks (2003),-1,122807
56652,Intermedio (2005),-1,122809
56653,The Last Flight (1931),-1,122811
56654,Space Chimps 2: Zartog Strikes Back (2010),-1,122813
56655,Pack Up Your Troubles (1932),-1,122815
56656,"If It's Tuesday, This Must Be Belgium (1969)",-1,122819
56657,The Bad Mother's Handbook (2007),-1,122821
56658,Tokyo The Last Megalopolis (1988),-1,122823
56659,Starlift (1951),-1,122825
56660,Keep Your Powder Dry (1945),-1,122827
56661,The Night the World Exploded (1957),-1,122829
56662,Latin Lovers (1953),-1,122831
56663,Too Young To Kiss (1951),-1,122833
56664,The Finger Points (1931),-1,122835
56665,Reaching for the Moon (1930),-1,122837
56666,Meet the People (1944),-1,122839
56667,The Firefly (1937),-1,122841
56668,Red Riding Hood (1989),-1,122843
56669,Seven Miles from Alcatraz (1942),-1,122845
56670,"Hi, Nellie! (1934)",-1,122847
56671,Naked Violence (1969),-1,122849
56672,The Italian Connection (1972),-1,122851
56673,Seduction (1973),-1,122853
56674,Colpo in canna (1975),-1,122855
56675,Kidnap Syndicate (1975),-1,122857
56676,Rulers of the City (1976),-1,122859
56677,To Be Twenty (1978),-1,122861
56678,Madness (1980),-1,122863
56679,The Violent Breed (1984),-1,122865
56680,Maisie Goes to Reno (1944),-1,122867
56681,The Hound of the Baskervilles (1972),-1,122869
56682,Torrente 4: Lethal Crisis (2011),-1,122876
56683,Torrente 5: Operación Eurovegas (2014),-1,122878
56684,I Want You (2012),-1,122880
56685,Star Wars: Episode VII - The Force Awakens (2015),-1,122886
56686,Ben-hur (2016),-1,122888
56687,Avatar 2 (2016),-1,122894
56688,Nice Places to Die (2015),-1,173401
56689,Black Panther (2017),-1,122906
56690,Captain Marvel (2018),-1,122910
56691,Avengers: Infinity War - Part I (2018),-1,122912
56692,Guardians of the Galaxy 2 (2017),-1,122918
56693,Untitled Spider-Man Reboot (2017),-1,122926
56694,Manolito Four Eyes (1999),-1,122928
56695,El Robobo De La Jojoya (1991),-1,122930
56696,Elsa & Fred (2014),-1,122932
56697,Soul of the Game (1996),-1,152487
56698,Soccer Days (2003),-1,122934
56699,Too Late Blues (1961),-1,122936
56700,Melbourne (2014),-1,122938
56701,Living (2012),-1,173407
56702,Clear History (2013),-1,122940
56703,The Identical (2014),-1,122942
56704,The Ganzfeld Haunting (2014),-1,183039
56705,The Trans-Atlantic Mystery (1932),-1,122944
56706,The Gamers: Hands of Fate (2013),-1,122946
56707,Fatima (2015),-1,151563
56708,Love at First Fight (2014),-1,122948
56709,Mare Nostrum (1926),-1,122950
56710,Shambles (2016),-1,173409
56711,Ring Of The Musketeers (1992),-1,122952
56712,Skylark (1941),-1,122954
56713,The Pagan (1929),-1,122956
56714,Scorpio One (1998),-1,122958
56715,The Chinese Ring (1947),-1,122960
56716,The Power and the Prize (1956),-1,122962
56717,The Gambler Returns: The Luck Of The Draw (1991),-1,122964
56718,Smart Blonde (1937),-1,122966
56719,The Affairs of Annabel (1938),-1,122968
56720,Montana Belle (1952),-1,122970
56721,The Clown (1953),-1,122972
56722,In the Blood (2006),-1,122974
56723,Life Off Grid (2016),-1,173413
56724,Pound of Flesh (2010),-1,122976
56725,The Chicken Chronicles (1977),-1,122978
56726,Lizzie (1957),-1,122980
56727,Magic Boy (1961),-1,122982
56728,Shadow Zone: The Undead Express (1996),-1,122986
56729,Someone To Love (1988),-1,122988
56730,I Found Stella Parish (1935),-1,122990
56731,The Savage Seven (1968),-1,122992
56732,The Decks Ran Red (1958),-1,122994
56733,Bloodsuckers (1991),-1,151571
56734,Man on Fire (1957),-1,122996
56735,Life Begins (1932),-1,122998
56736,The Last of Mrs. Cheyney (1929),-1,123000
56737,One More Time (1970),-1,123002
56738,I Don't Buy Kisses Anymore (1992),-1,123004
56739,Night Unto Night (1949),-1,123006
56740,Heidi (1952),-1,123008
56741,Hammersmith Is Out (1972),-1,123010
56742,The Daughter of Rosie O'Grady (1950),-1,123012
56743,Sidewalks of New York (1931),-1,123014
56744,Mary Stevens M.D. (1933),-1,123016
56745,The Prize (2011),-1,123018
56746,Secrets of an Actress (1938),-1,123020
56747,Man Made Monster (1941),-1,123024
56748,Horror Island (1941),-1,123026
56749,Sealed Lips (1942),-1,123028
56750,Tangier (1946),-1,123030
56751,Aces Go Places V: The Terracotta Hit (1989),-1,123034
56752,Home of the Brave (1986),-1,173423
56753,Pagan Love Song (1950),-1,123036
56754,The Racers (1955),-1,123038
56755,The Oklahoman (1957),-1,123040
56756,The Magic Cloak of Oz (1914),-1,183255
